t,x,y,vx,vy,ax,ay,z,vz,az
7.7,-0.00101,-0.00363,-0.0966,-0.00103,-1.11,0.121,0.000422,0.0191,-1.8
7.73,-0.00486,-0.00364,-0.159,0.000201,-1.23,0.144,-0.000554,-0.0609,-1.39
7.77,-0.0116,-0.00362,-0.19,0.0076,0.983,0.0628,-0.00364,-0.0779,0.514
7.8,-0.0175,-0.00314,-0.0956,0.00732,3.94,-0.204,-0.00574,-0.0236,2.12
7.83,-0.018,-0.00313,0.0807,-0.0079,4.13,-0.194,-0.00521,0.0659,1.76
7.87,-0.0122,-0.00366,0.193,-0.008,1.13,0.0736,-0.00135,0.104,0.297
7.9,-0.00514,-0.00367,0.156,0.000352,-1.58,0.194,0.00174,0.0774,-0.856
7.93,-0.00177,-0.00364,0.0733,0.00352,-1.78,0.0281,0.00381,0.0467,-0.926
7.97,-0.000256,-0.00343,0.038,0.00336,-0.699,-0.031,0.00485,0.0157,-1.01
8.0,0.00076,-0.00342,0.0288,0.000264,-0.111,-0.053,0.00486,-0.0199,-1.3
8.03,0.00167,-0.00341,0.0307,0.000174,0.227,-0.00548,0.00352,-0.0701,-1.34
8.07,0.00281,-0.00341,0.0438,-4.83e-06,0.638,0.00504,0.000182,-0.113,-0.197
8.1,0.00459,-0.00341,0.0727,0.000328,0.888,0.139,-0.00401,-0.088,1.79
8.13,0.00766,-0.00338,0.105,0.00842,0.128,0.0786,-0.00569,0.0103,2.75
8.17,0.0116,-0.00285,0.0868,0.00865,-1.6,-0.0813,-0.00333,0.103,1.4
8.2,0.0134,-0.00281,-0.00386,5.35e-05,-2.59,-0.218,0.00115,0.108,-0.711
8.23,0.0113,-0.00285,-0.0934,-0.00475,-1.56,-0.0466,0.00385,0.0478,-1.71
8.27,0.00721,-0.00312,-0.11,-0.0044,0.143,-0.025,0.00434,-0.00893,-1.49
8.3,0.00401,-0.00314,-0.0781,-0.0043,0.907,0.0265,0.00326,-0.0507,-0.948
8.33,0.002,-0.00341,-0.0482,-0.00471,0.623,-0.0172,0.000961,-0.0734,-0.223
8.37,0.000799,-0.00346,-0.0358,-0.00365,0.0271,0.0359,-0.00163,-0.0659,0.768
8.4,-0.000378,-0.00365,-0.0464,-0.00374,-0.912,0.0315,-0.00343,-0.0226,1.46
8.43,-0.00229,-0.00371,-0.0944,-0.000732,-1.86,0.0703,-0.00314,0.0351,1.03
8.47,-0.00667,-0.0037,-0.173,0.000784,-0.901,0.151,-0.00109,0.0506,-0.306
8.5,-0.0138,-0.00365,-0.168,0.00841,2.0,0.058,0.000237,0.0118,-1.51
8.53,-0.0179,-0.00314,-0.0327,0.00765,4.27,-0.219,-0.000301,-0.0513,-1.23
8.57,-0.016,-0.00314,0.125,-0.00823,2.97,-0.205,-0.00318,-0.0776,0.212
8.6,-0.00953,-0.00369,0.175,-0.00837,-0.165,0.0747,-0.00548,-0.0345,1.57
8.63,-0.00433,-0.0037,0.106,0.000134,-2.22,0.145,-0.00548,0.0311,1.52
8.67,-0.00249,-0.00368,0.0204,0.000308,-2.49,0.0656,-0.0034,0.0696,0.0621
8.7,-0.00297,-0.00368,-0.0572,0.00381,-2.54,0.0273,-0.000841,0.0384,-1.53
8.73,-0.0063,-0.00343,-0.149,0.00381,-1.48,0.426,-0.000844,-0.0386,-0.991
8.77,-0.0129,-0.00343,-0.168,0.0267,1.35,-0.0654,-0.00342,-0.0387,0.329
8.8,-0.0175,-0.00165,-0.0552,0.0134,4.04,-0.497,-0.00342,-0.000207,1.33
8.83,-0.0166,-0.00254,0.109,-0.0223,3.32,-0.344,-0.00343,0.0388,1.06
8.87,-0.0102,-0.00313,0.179,-0.00446,0.147,0.344,-0.000839,0.0811,0.358
8.9,-0.00465,-0.00283,0.112,0.00444,-2.29,0.115,0.00198,0.0614,-1.27
8.93,-0.00276,-0.00284,0.0177,6.28e-06,-2.59,-0.229,0.00325,-0.00472,-2.29
8.97,-0.00346,-0.00283,-0.0586,-0.00887,-2.3,-0.000263,0.00166,-0.0936,-1.57
9.0,-0.00667,-0.00343,-0.135,-0.00449,-1.26,0.114,-0.00299,-0.119,0.855
9.03,-0.0125,-0.00313,-0.152,0.00447,1.31,0.114,-0.00627,-0.0335,3.11
9.07,-0.0168,-0.00313,-0.0478,-3.93e-05,3.54,-0.154,-0.00522,0.0947,2.54
9.1,-0.0157,-0.00314,0.0957,-0.00458,2.7,-0.039,4.79e-05,0.146,-0.0511
9.13,-0.0104,-0.00343,0.141,-0.00452,-0.323,0.0408,0.00453,0.0859,-2.41
9.17,-0.00629,-0.00344,0.0684,3.66e-05,-2.25,0.0776,0.00577,-0.0186,-3.28
9.2,-0.00585,-0.00343,-0.0183,5.25e-05,-2.19,-0.07,0.00329,-0.134,-2.02
9.23,-0.00751,-0.00343,-0.0748,-0.00409,-1.21,-0.034,-0.00314,-0.166,1.13
9.27,-0.0108,-0.0037,-0.101,-0.00396,0.359,0.102,-0.00778,-0.0546,3.91
9.3,-0.0142,-0.0037,-0.0545,0.00396,1.96,0.0335,-0.00678,0.104,3.36
9.33,-0.0145,-0.00344,0.0372,-0.000141,1.99,0.000414,-0.000838,0.178,0.00339
9.37,-0.0118,-0.00371,0.0832,6.46e-05,0.229,0.0812,0.0051,0.104,-3.08
9.4,-0.00892,-0.00344,0.0516,0.00861,-1.14,0.0718,0.00612,-0.0383,-3.93
9.43,-0.00833,-0.00313,-0.000361,0.00451,-1.28,-0.258,0.00255,-0.16,-1.69
9.47,-0.00895,-0.00314,-0.032,-0.00874,-0.859,-0.152,-0.00451,-0.163,1.94
9.5,-0.0105,-0.00372,-0.0572,-0.00867,-0.142,0.0748,-0.00831,-0.022,4.39
9.53,-0.0128,-0.00371,-0.0462,-2.07e-05,0.916,0.152,-0.00598,0.139,2.72
9.57,-0.0135,-0.00372,0.00763,0.000149,1.44,0.0687,0.000975,0.171,-1.02
9.6,-0.0122,-0.0037,0.0534,0.0041,0.644,0.0357,0.00543,0.0613,-3.72
9.63,-0.00998,-0.00344,0.0525,0.00409,-0.415,-0.102,0.00506,-0.0821,-3.38
9.67,-0.00875,-0.00343,0.0214,-0.00373,-1.11,-0.112,-4.17e-05,-0.171,-0.375
9.7,-0.00855,-0.00369,-0.0197,-0.00449,-1.31,0.0296,-0.00637,-0.113,3.14
9.73,-0.0101,-0.00373,-0.0676,-0.000346,-0.563,0.0775,-0.00759,0.0504,3.93
9.77,-0.0131,-0.00371,-0.0637,0.000443,1.15,0.00906,-0.00301,0.159,0.945
9.8,-0.0143,-0.0037,0.0125,0.000161,1.99,0.0646,0.00305,0.115,-2.33
9.83,-0.0122,-0.0037,0.0774,0.00409,0.938,0.0305,0.00485,-0.0116,-3.5
9.87,-0.00915,-0.00343,0.0746,0.00402,-0.777,-0.111,0.00225,-0.124,-1.64
9.9,-0.00725,-0.00344,0.0233,-0.00451,-2.03,-0.108,-0.00343,-0.133,1.48
9.93,-0.0076,-0.00373,-0.0606,-0.00444,-1.92,0.0452,-0.00663,-0.0192,3.46
9.97,-0.0113,-0.00373,-0.114,0.000317,0.139,0.0824,-0.00471,0.107,1.95
10.0,-0.0152,-0.00371,-0.0541,0.00056,2.64,-0.00379,0.000492,0.119,-1.15
10.0,-0.0149,-0.00369,0.0714,2.4e-05,2.53,-0.0126,0.00323,0.0215,-2.85
10.1,-0.0104,-0.00371,0.124,-0.000372,0.0619,-0.00729,0.00193,-0.0777,-1.8
10.1,-0.0066,-0.00372,0.0703,-0.000403,-2.32,0.00558,-0.00195,-0.103,0.696
10.1,-0.00575,-0.00373,-0.0331,-6.06e-05,-2.95,0.0121,-0.00495,-0.0304,2.38
10.2,-0.00881,-0.00372,-0.131,0.000486,-1.08,0.0119,-0.00398,0.0656,1.59
10.2,-0.0145,-0.0037,-0.115,0.000721,2.21,0.0604,-0.000571,0.0804,-0.774
10.2,-0.0165,-0.00367,0.0253,0.00404,3.59,-0.0504,0.00138,0.00951,-1.95
10.3,-0.0128,-0.00343,0.137,-0.000589,1.34,-0.0789,6.37e-05,-0.0579,-0.999
10.3,-0.00738,-0.00371,0.116,-0.00451,-1.87,-0.0251,-0.00248,-0.0579,0.87
10.3,-0.00504,-0.00373,0.0046,-7.03e-05,-3.43,0.085,-0.0038,0.00204,1.6
10.4,-0.00707,-0.00372,-0.117,0.000689,-2.0,0.0272,-0.00234,0.0562,0.549
10.4,-0.0128,-0.00369,-0.14,0.00166,1.31,-0.00859,-5.38e-05,0.0404,-1.14
10.4,-0.0164,-0.00361,-0.0236,0.00053,3.65,-0.0416,0.000346,-0.0247,-1.4
10.5,-0.0144,-0.00365,0.115,-0.00167,2.21,-0.0259,-0.0017,-0.0599,-0.00351
10.5,-0.00874,-0.00372,0.132,-0.00118,-1.11,0.0176,-0.00365,-0.0241,1.43
10.5,-0.00556,-0.00373,0.0312,-0.000202,-3.29,0.0259,-0.00331,0.0405,1.16
10.6,-0.00666,-0.00373,-0.0915,0.000377,-2.38,0.0176,-0.000947,0.0588,-0.43
10.6,-0.0117,-0.0037,-0.137,0.00107,0.613,0.0613,0.000611,0.00937,-1.63
10.6,-0.0158,-0.00366,-0.0493,0.00405,3.22,-0.0606,-0.000322,-0.0548,-0.945
10.7,-0.0149,-0.00343,0.0885,-0.00107,2.54,-0.0789,-0.00304,-0.0591,0.822
10.7,-0.0099,-0.00373,0.131,-0.0045,-0.518,-0.0208,-0.00426,0.00439,1.76
10.7,-0.00624,-0.00373,0.0478,-4.81e-05,-2.94,0.0837,-0.00275,0.0641,0.681
10.8,-0.00671,-0.00374,-0.0719,0.000367,-2.53,0.023,9.47e-06,0.0534,-1.14
10.8,-0.011,-0.00371,-0.129,0.00151,0.185,0.00597,0.000815,-0.0172,-1.77
10.8,-0.0153,-0.00364,-0.0607,0.00107,2.87,-0.0395,-0.00113,-0.0705,-0.399
10.9,-0.0151,-0.00364,0.0724,-0.00137,2.63,-0.0327,-0.00389,-0.0464,1.4
10.9,-0.0105,-0.00373,0.126,-0.00148,-0.194,0.0119,-0.00423,0.0294,1.66
10.9,-0.0067,-0.00374,0.0549,-8.75e-05,-2.74,0.0275,-0.00192,0.0704,0.062
11.0,-0.00682,-0.00373,-0.0633,0.000233,-2.58,0.078,0.000463,0.0336,-1.57
11.0,-0.0109,-0.00372,-0.125,0.00451,0.05,0.0318,0.00032,-0.0401,-1.41
11.0,-0.0152,-0.00343,-0.0615,0.00417,2.78,-0.112,-0.00221,-0.0666,0.31
11.1,-0.015,-0.00344,0.0696,-0.0043,2.62,-0.113,-0.00412,-0.0173,1.64
11.1,-0.0105,-0.00372,0.124,-0.00439,-0.153,0.0403,-0.00336,0.0492,1.05
11.1,-0.00675,-0.00374,0.0554,-1.18e-05,-2.73,0.0803,-0.000834,0.0571,-0.7
11.2,-0.00684,-0.00372,-0.0643,0.000544,-2.59,0.0134,0.000446,-0.000978,-1.59
11.2,-0.011,-0.0037,-0.126,0.000801,0.0898,-0.0105,-0.0009,-0.0551,-0.559
11.2,-0.0153,-0.00367,-0.0594,3.08e-05,2.91,-0.021,-0.00323,-0.041,1.08
11.3,-0.015,-0.0037,0.0773,-0.000909,2.64,-0.0117,-0.00363,0.0226,1.41
11.3,-0.0101,-0.00373,0.129,-0.000636,-0.357,0.0126,-0.00172,0.0589,-0.0109
11.3,-0.00638,-0.00374,0.048,-5.09e-05,-2.96,0.0117,0.000295,0.0228,-1.44
11.4,-0.00692,-0.00373,-0.0758,0.000219,-2.54,0.0134,-0.000206,-0.0439,-1.1
11.4,-0.0114,-0.00373,-0.13,0.000694,0.434,-0.00207,-0.00263,-0.056,0.674
11.4,-0.0156,-0.00368,-0.0478,0.000371,3.12,-0.0171,-0.00394,0.00382,1.63
11.5,-0.0146,-0.0037,0.0907,-0.000735,2.43,-0.0138,-0.00238,0.0608,0.615
11.5,-0.00954,-0.00373,0.125,-0.000555,-0.812,0.00917,0.000119,0.0467,-1.25
11.5,-0.0063,-0.00374,0.0295,8.98e-06,-3.1,0.0194,0.000737,-0.0261,-1.7
11.6,-0.00757,-0.00373,-0.0897,0.000647,-2.11,0.0718,-0.00162,-0.0748,-0.102
11.6,-0.0123,-0.00369,-0.119,0.00445,0.991,-0.0405,-0.00425,-0.0341,1.84
11.6,-0.0155,-0.00344,-0.0208,-5.96e-05,3.11,-0.0794,-0.00389,0.0548,1.64
11.7,-0.0137,-0.0037,0.1,-0.00409,1.75,-0.0337,-0.000596,0.0838,-0.541
11.7,-0.00884,-0.00371,0.103,-0.000132,-1.33,0.0676,0.00169,0.0157,-2.31
11.7,-0.00678,-0.00371,0.00177,-5.84e-05,-2.88,0.00782,0.00045,-0.0771,-1.4
11.8,-0.00872,-0.00371,-0.0947,0.000273,-1.35,-0.0013,-0.00345,-0.0858,1.24
11.8,-0.0131,-0.00369,-0.0952,8.33e-05,1.49,-0.00583,-0.00527,0.011,2.61
11.8,-0.0151,-0.00371,0.0099,-0.000379,2.71,-0.00624,-0.00272,0.0994,0.95
11.9,-0.0124,-0.00371,0.0975,-0.0002,0.853,0.00386,0.00136,0.0778,-1.9
11.9,-0.00857,-0.00372,0.0688,-0.000146,-1.72,0.00773,0.00247,-0.0334,-2.73
11.9,-0.00784,-0.00372,-0.0263,0.000269,-2.23,-0.000444,-0.000869,-0.115,-0.437
12.0,-0.0103,-0.0037,-0.0852,1.78e-05,-0.379,-0.000851,-0.0052,-0.0663,2.5
12.0,-0.0135,-0.00372,-0.0538,-9.54e-05,1.73,-0.00672,-0.00529,0.0629,2.64
12.0,-0.0139,-0.00371,0.0369,-0.000116,1.87,-4.84e-05,-0.001,0.12,-0.252
12.1,-0.0111,-0.00373,0.0793,-0.000367,-0.102,0.00662,0.00274,0.0441,-2.92
12.1,-0.00862,-0.00373,0.0279,0.000413,-1.69,0.00977,0.00193,-0.0841,-2.34
12.1,-0.0092,-0.0037,-0.0419,0.00045,-1.35,0.00227,-0.00287,-0.123,0.909
12.2,-0.0114,-0.0037,-0.0631,0.000317,0.367,-0.00867,-0.00624,-0.0203,3.27
12.2,-0.0134,-0.00368,-0.0189,0.000107,1.49,-0.0112,-0.00423,0.109,1.84
12.2,-0.0127,-0.0037,0.0446,-0.000601,0.957,-0.00113,0.001,0.111,-1.67
12.3,-0.0104,-0.00372,0.0482,-4.59e-05,-0.612,0.016,0.00318,-0.0116,-3.33
12.3,-0.00945,-0.0037,-0.000472,0.000697,-1.23,-0.00847,0.000224,-0.122,-1.17
12.3,-0.0105,-0.00368,-0.0384,-0.000533,-0.497,-0.0152,-0.00494,-0.0966,2.31
12.4,-0.012,-0.00373,-0.0335,-0.000812,0.634,0.000742,-0.00622,0.0419,3.22
12.4,-0.0127,-0.00373,0.00502,-6.61e-06,0.948,0.0159,-0.00215,0.131,0.404
12.4,-0.0117,-0.00374,0.0347,3.42e-05,0.234,0.00897,0.00252,0.0699,-2.85
12.5,-0.0104,-0.00373,0.0207,0.000617,-0.599,0.0013,0.00251,-0.0704,-2.85
12.5,-0.0103,-0.00369,-0.00929,0.000301,-0.677,-0.00813,-0.00217,-0.131,0.408
12.5,-0.011,-0.00371,-0.0248,-0.000206,-0.0784,-0.0111,-0.00625,-0.042,3.17
12.6,-0.0119,-0.00371,-0.0156,-0.000252,0.48,0.0036,-0.00497,0.0934,2.31
12.6,-0.012,-0.00372,0.00953,-0.000115,0.507,0.0058,-1.97e-05,0.12,-1.18
12.6,-0.0113,-0.00372,0.0201,0.000273,0.00579,0.0118,0.00304,0.0103,-3.34
12.7,-0.0107,-0.00371,0.00894,0.000578,-0.356,-0.0141,0.00067,-0.116,-1.59
12.7,-0.0107,-0.00368,-0.00529,-0.000406,-0.346,-0.00906,-0.00467,-0.105,2.03
12.7,-0.0111,-0.00373,-0.0137,-0.000588,-0.0663,0.00141,-0.0063,0.0305,3.29
12.8,-0.0116,-0.00372,-0.0109,0.000223,0.271,0.0105,-0.00264,0.127,0.651
12.8,-0.0118,-0.00372,0.00527,-0.000114,0.362,-0.000321,0.00218,0.0771,-2.65
12.8,-0.0113,-0.00372,0.0152,0.000177,0.115,0.00199,0.0025,-0.0612,-2.9
12.9,-0.0108,-0.00371,0.012,0.000175,-0.287,-0.00558,-0.0019,-0.128,0.223
12.9,-0.0105,-0.00371,-0.00318,-0.000323,-0.453,-0.00333,-0.00601,-0.046,3.1
12.9,-0.011,-0.00373,-0.0205,-9.47e-05,-0.169,0.0027,-0.00497,0.0918,2.3
13.0,-0.0118,-0.00372,-0.0157,2.38e-05,0.411,0.00732,0.000109,0.119,-1.16
13.0,-0.012,-0.00373,0.00851,0.000203,0.552,0.00412,0.00294,0.00756,-3.26
13.0,-0.0113,-0.0037,0.0236,0.000483,0.105,-0.0102,0.000613,-0.11,-1.48
13.1,-0.0105,-0.00369,0.0151,-0.000472,-0.573,-0.0124,-0.00441,-0.099,1.97
13.1,-0.0103,-0.00374,-0.0145,-0.000637,-0.65,0.00818,-0.00598,0.0304,3.09
13.1,-0.0114,-0.00374,-0.0329,0.000321,0.0656,0.00745,-0.00238,0.12,0.53
13.2,-0.0125,-0.00371,-0.00976,-3.98e-05,0.834,0.000404,0.00204,0.0674,-2.59
13.2,-0.0121,-0.00374,0.0264,1.05e-06,0.629,0.00183,0.00212,-0.0631,-2.62
13.2,-0.0107,-0.00371,0.0344,0.000431,-0.328,-0.000487,-0.00217,-0.118,0.416
13.3,-0.00979,-0.00371,0.00382,-0.000176,-1.04,-0.00665,-0.00575,-0.0336,2.97
13.3,-0.0105,-0.00373,-0.0381,-0.000111,-0.535,0.00262,-0.00441,0.0922,1.9
13.3,-0.0123,-0.00372,-0.0365,0.000164,0.743,0.152,0.00039,0.103,-1.36
13.4,-0.0129,-0.00372,0.0152,0.00872,1.21,-0.072,0.00247,-0.00742,-2.96
13.4,-0.0113,-0.00314,0.0499,0.000291,0.215,-0.155,-0.000105,-0.104,-0.953
13.4,-0.00956,-0.0037,0.0292,-0.00887,-1.17,-0.0796,-0.00448,-0.0765,2.07
13.5,-0.00937,-0.00373,-0.0303,-0.000393,-1.23,0.152,-0.0052,0.0437,2.58
13.5,-0.0116,-0.00372,-0.0603,0.000271,0.252,0.0105,-0.00157,0.107,-0.0413
13.5,-0.0134,-0.00371,-0.0127,0.000276,1.6,0.00175,0.0019,0.04,-2.5
13.6,-0.0124,-0.0037,0.054,0.000322,0.984,-0.0126,0.0011,-0.0715,-1.89
13.6,-0.0098,-0.00369,0.0571,-0.000384,-0.89,-0.003,-0.00287,-0.0942,0.983
13.6,-0.00862,-0.00373,-0.00879,-0.00028,-1.81,0.00483,-0.00518,-0.00176,2.56
13.7,-0.0104,-0.00371,-0.0706,0.000377,-0.547,0.0122,-0.00299,0.0889,0.944
13.7,-0.0133,-0.0037,-0.0495,0.000284,1.49,-0.00917,0.000745,0.0646,-1.66
13.7,-0.0137,-0.00369,0.0357,-5.43e-05,1.79,-0.00953,0.00143,-0.0327,-2.14
13.8,-0.0109,-0.00371,0.078,-0.000545,-0.0564,-0.00487,-0.00149,-0.0888,0.00415
13.8,-0.00848,-0.00372,0.0303,-0.000311,-1.91,0.00804,-0.00449,-0.0339,2.08
13.8,-0.00892,-0.00373,-0.0553,1.34e-05,-1.47,0.0093,-0.00375,0.0605,1.51
13.9,-0.0122,-0.00372,-0.0766,0.000304,0.777,5.65e-06,-0.000461,0.0733,-0.913
13.9,-0.014,-0.00371,0.000478,8.64e-05,2.17,-0.00908,0.00114,-0.00548,-2.04
13.9,-0.0121,-0.00372,0.0784,-0.000407,0.875,-0.00341,-0.000826,-0.0724,-0.588
14.0,-0.0088,-0.00374,0.0624,-0.000178,-1.51,0.00905,-0.00369,-0.0465,1.5
14.0,-0.00797,-0.00373,-0.0289,0.000301,-2.16,0.00973,-0.00393,0.035,1.61
14.0,-0.0107,-0.00372,-0.0906,0.000449,-0.191,6.03e-05,-0.00135,0.0683,-0.319
0.0667,0.000646,0.00443,0.0238,-0.0109,-0.0552,-0.476,0.0524,-0.0497,-2.17
0.1,0.00146,0.00373,0.0148,-0.0313,-0.395,-0.438,0.0492,-0.146,-3.1
0.133,0.00164,0.00235,-0.00398,-0.0415,-0.723,-0.662,0.0427,-0.256,-3.58
0.167,0.00119,0.000956,-0.0321,-0.07,-0.996,-0.244,0.0322,-0.385,-2.96
0.2,-0.000503,-0.00232,-0.0714,-0.0699,-1.6,0.601,0.017,-0.464,-1.5
0.233,-0.00357,-0.00371,-0.136,-0.0207,-2.01,1.37,0.00122,-0.477,0.892
0.267,-0.00955,-0.0037,-0.211,0.0203,-1.56,1.04,-0.0148,-0.414,2.5
0.3,-0.0176,-0.00235,-0.242,0.0503,-0.348,0.769,-0.0264,-0.298,3.05
0.333,-0.0257,-0.000347,-0.231,0.0701,0.794,0.255,-0.0347,-0.212,2.93
0.367,-0.033,0.00232,-0.19,0.0701,1.65,-0.596,-0.0405,-0.101,2.39
0.4,-0.0384,0.00433,-0.12,0.0304,2.39,-1.12,-0.0416,-0.0328,2.27
0.434,-0.041,0.00435,-0.0302,-0.0101,2.65,-1.12,-0.0427,0.0318,2.22
0.467,-0.0404,0.00365,0.0591,-0.0405,2.44,-0.866,-0.0394,0.132,2.64
0.5,-0.0371,0.00164,0.132,-0.0705,1.96,-0.0798,-0.0339,0.203,2.02
0.534,-0.0316,-0.00105,0.19,-0.0503,1.73,0.271,-0.0259,0.268,2.18
0.567,-0.0244,-0.00171,0.246,-0.0394,1.58,0.701,-0.016,0.344,1.98
0.6,-0.0152,-0.00368,0.297,-0.0192,0.678,1.27,-0.00297,0.407,1.21
0.634,-0.00457,-0.00299,0.296,0.0546,-1.11,1.31,0.0111,0.422,-0.58
0.667,0.00452,-4.16e-05,0.221,0.0744,-2.23,0.0442,0.0252,0.374,-2.1
0.7,0.0102,0.00196,0.14,0.0501,-2.0,-0.672,0.036,0.276,-3.01
0.734,0.0139,0.0033,0.0901,0.0301,-1.46,-0.6,0.0436,0.174,-3.24
0.767,0.0162,0.00397,0.045,0.0101,-1.34,-0.608,0.0476,0.0602,-3.56
0.8,0.0169,0.00397,-0.000184,-0.0104,-1.37,-0.682,0.0476,-0.0644,-3.65
0.834,0.0162,0.00328,-0.0453,-0.0348,-1.57,-0.555,0.0433,-0.185,-3.33
0.867,0.0139,0.00165,-0.104,-0.0498,-2.37,-0.59,0.0353,-0.287,-2.71
0.9,0.00924,-3.87e-05,-0.2,-0.0697,-3.04,0.0711,0.0242,-0.366,-1.28
0.934,0.000493,-0.003,-0.313,-0.0552,-2.52,0.898,0.0109,-0.378,-0.00359
0.967,-0.0116,-0.00372,-0.372,-0.000565,-0.416,1.29,-0.00101,-0.355,1.36
1.0,-0.0243,-0.00304,-0.342,0.0305,1.38,0.954,-0.0128,-0.298,2.0
1.03,-0.0344,-0.00168,-0.272,0.0601,2.07,0.424,-0.0208,-0.21,2.25
1.07,-0.0424,0.000972,-0.206,0.065,2.29,-0.213,-0.0268,-0.151,1.68
1.1,-0.0481,0.00265,-0.12,0.0403,2.86,-0.77,-0.0309,-0.0981,1.74
1.13,-0.0504,0.00366,-0.0143,0.0151,3.16,-0.996,-0.0334,-0.0372,1.87
1.17,-0.0491,0.00365,0.0918,-0.0254,3.08,-0.907,-0.0334,0.0291,1.92
1.2,-0.0443,0.00197,0.191,-0.0504,2.59,-0.669,-0.0314,0.0899,1.84
1.23,-0.0364,0.000295,0.267,-0.0643,1.81,-0.0309,-0.0274,0.152,2.09
1.27,-0.0265,-0.00232,0.311,-0.0592,0.682,0.587,-0.0213,0.227,2.96
1.3,-0.0157,-0.00365,0.314,-0.0205,-0.921,1.2,-0.0123,0.347,2.96
1.33,-0.00556,-0.00369,0.251,0.0203,-2.37,1.28,0.0018,0.438,1.56
1.37,0.00108,-0.0023,0.15,0.0648,-2.83,0.555,0.0169,0.445,-1.23
1.4,0.00446,0.00063,0.0616,0.0643,-2.07,-0.224,0.0315,0.362,-3.11
1.43,0.00519,0.00198,0.00975,0.0398,-1.21,-0.752,0.041,0.226,-3.81
1.47,0.00511,0.00328,-0.0152,0.02,-0.714,-0.523,0.0466,0.109,-3.46
1.5,0.00418,0.00332,-0.0384,-0.000238,-0.601,-0.68,0.0483,-0.00365,-3.39
1.53,0.00256,0.00327,-0.0553,-0.0202,-0.55,-0.6,0.0463,-0.116,-3.26
1.57,0.000486,0.00197,-0.0738,-0.0447,-0.413,-0.71,0.0406,-0.222,-3.46
1.6,-0.00236,0.000293,-0.0852,-0.0644,0.275,-0.138,0.0315,-0.343,-3.09
1.63,-0.0052,-0.00233,-0.0577,-0.0598,0.193,0.591,0.0177,-0.438,-1.76
1.67,-0.00621,-0.00369,-0.0603,-0.0205,-0.903,1.19,0.00232,-0.457,0.571
1.7,-0.00922,-0.0037,-0.125,0.0198,-1.43,0.868,-0.0128,-0.403,2.18
1.73,-0.0146,-0.00237,-0.161,0.04,-0.449,0.52,-0.0245,-0.305,2.73
1.77,-0.02,-0.00103,-0.152,0.0503,0.523,0.0912,-0.0331,-0.22,2.56
1.8,-0.0247,0.000977,-0.126,0.0503,1.02,-0.426,-0.0392,-0.137,2.6
1.83,-0.0283,0.00232,-0.0843,0.0205,1.51,-0.86,-0.0422,-0.0453,2.73
1.87,-0.0303,0.00234,-0.0249,-0.0098,1.83,-0.614,-0.0422,0.0457,2.48
1.9,-0.03,0.00167,0.0392,-0.0205,1.71,-0.692,-0.0392,0.122,2.32
1.93,-0.0277,0.000973,0.0897,-0.0504,1.37,-0.429,-0.0341,0.196,2.11
1.97,-0.024,-0.00169,0.129,-0.0603,1.15,0.174,-0.0261,0.267,2.55
2.0,-0.0191,-0.00305,0.166,-0.0305,0.697,0.951,-0.0163,0.358,2.31
2.03,-0.013,-0.00372,0.179,0.000321,0.319,1.29,-0.0022,0.434,1.2
2.07,-0.00717,-0.00303,0.182,0.0551,-0.0434,0.815,0.0126,0.434,-1.2
2.1,-0.00082,-4.61e-05,0.181,0.065,-0.47,-0.0473,0.0267,0.358,-2.94
2.13,0.00486,0.00131,0.15,0.0401,-1.1,-0.602,0.0365,0.23,-3.65
2.17,0.00915,0.00263,0.106,0.0297,-1.24,-0.513,0.042,0.113,-3.43
2.2,0.0119,0.00329,0.0659,0.00521,-1.17,-0.892,0.0441,0.0034,-3.59
2.23,0.0135,0.00298,0.029,-0.0296,-1.3,-0.423,0.0423,-0.124,-3.39
2.27,0.0138,0.00131,-0.0202,-0.0296,-1.8,-0.597,0.0358,-0.23,-2.81
2.3,0.0122,0.001,-0.0903,-0.0542,-2.64,-0.304,0.027,-0.306,-1.91
2.33,0.00783,-0.0023,-0.195,-0.0698,-3.07,0.314,0.0154,-0.362,-0.847
2.37,-0.000779,-0.00365,-0.301,-0.0212,-2.6,1.36,0.00283,-0.363,1.29
2.4,-0.0122,-0.00372,-0.367,0.0191,-0.833,0.87,-0.00877,-0.279,2.85
2.43,-0.0253,-0.00238,-0.361,0.04,0.961,0.364,-0.0158,-0.162,3.26
2.47,-0.0363,-0.00105,-0.297,0.0402,2.26,0.0894,-0.0196,-0.0647,2.02
2.5,-0.045,0.000302,-0.212,0.0454,2.75,-0.128,-0.0201,-0.0196,1.07
2.53,-0.0504,0.00198,-0.111,0.0352,3.03,-0.824,-0.0209,-0.00373,0.808
2.57,-0.0525,0.00265,-0.0094,-0.0101,3.2,-0.604,-0.0204,0.0372,1.17
2.6,-0.0511,0.0013,0.101,-0.0151,2.97,-0.812,-0.0184,0.0751,1.06
2.63,-0.0457,0.00164,0.193,-0.0449,2.56,-0.465,-0.0153,0.107,0.922
2.67,-0.0382,-0.00169,0.267,-0.0698,2.59,-0.00555,-0.0113,0.137,1.27
2.7,-0.028,-0.00301,0.364,-0.0302,2.35,1.28,-0.00624,0.188,0.633
2.73,-0.0139,-0.0037,0.433,0.00949,0.884,0.941,0.00129,0.192,-0.611
